name,state,linkedin_industry,website_url
understandAI,Baden-Württemberg,"Automotive, Logistics & Mobility",https://understand.ai
3D Point,Brandenburg,IT and Communications,http://3dpoint.de/
SPRYLAB,Berlin,IT and Communications,http://sprylab.com/
Vesputi,Sachsen,"Automotive, Logistics & Mobility",http://vesputi.com/
WeWash,Bayern,Finance & Insurance,https://we-wash.com/
BookingData IO,Bayern,IT and Communications,https://www.bookingdata.io/
berget,Bayern,Other,http://www.berget-living.de
devowl.io,Bayern,IT and Communications,https://devowl.io/
Pyoneer,Bayern,IT and Communications,https://pyoneer.io/
Lemonstorm,Bayern,Other,http://www.lemonstorm.com
Shine,Bayern,Energy & Electricity,https://www.shine.eco/en/shine-your-personal-energy-manager/
Vypno,Bayern,IT and Communications,http://vypno.ai/
Searchmetrics,Berlin,IT and Communications,https://www.searchmetrics.com/
Resility,Brandenburg,,https://www.resility.cloud
Sphera Solutions,Baden-Württemberg,,https://sphera.com
Goldie Tech,Berlin,Finance & Insurance,http://www.goldie-tech.com
The Golden Circle,Baden-Württemberg,Education,https://thegoldencircle.io/
store connector,Bayern,Nutrition & Consumables,https://www.store-connector.com/
Turbit Systems,Berlin,Energy & Electricity,https://www.turbit.com
Cito,Berlin,"Automotive, Logistics & Mobility",http://cito.ai/
LOOXR,Baden-Württemberg,IT and Communications,https://www.looxr.de
Luicella's,Schleswig-Holstein,Nutrition & Consumables,https://luicellas.de/
NAMISENS,Baden-Württemberg,Industrial & Basic Materials,https://namisens.de/
softgarden,Berlin,Human Resources,https://softgarden.de/
WELL,Nordrhein-Westfalen,Education,https://www.wellservices.de/
Personal MedSystems,Hessen,Life Science & Healthcare,https://cardiosecur.com/
rapitag,Bayern,Security,https://rapitag.com/
AMproved,Nordrhein-Westfalen,Industrial & Basic Materials,https://www.amproved.com/
searchVIU,Nordrhein-Westfalen,IT and Communications,https://www.searchviu.com
Alaiko,Bayern,Other,https://alaiko.com/
Tempreo - Marktplatz für Zeitarbeit,Rheinland-Pfalz,Human Resources,http://tempreo.de
eClear,Berlin,Finance & Insurance,https://eclear.com/de/
myonbelle,Nordrhein-Westfalen,Textiles,http://www.onbelle.com
Frankfurter Brett,Hessen,Nutrition & Consumables,https://www.frankfurter-brett.de/
Kumovis,Bayern,Life Science & Healthcare,https://kumovis.com/
FORMATION GmbH Workplace Technologies,Berlin,IT and Communications,https://tryformation.com
Wendelstein Database Systems,Bayern,,https://www.wendelstein-cgs.de
BrainRepair,Nordrhein-Westfalen,Life Science & Healthcare,https://brainrepair.eu/
ONDEDESIGNS,Sachsen,Tourism,http://ONDEDESIGNS GmbH
HERONIUS,Baden-Württemberg,Industrial & Basic Materials,http://www.heronius.de
erdbaer,Berlin,Nutrition & Consumables,http://goodforgrowth.com/
Gardion,Baden-Württemberg,Security,https://www.gardion.de
Quagga Illustrations,Berlin,"Media, Arts & Entertainment",https://www.quagga-illustrations.de/
ADITION technologies,Nordrhein-Westfalen,,https://www.adition.com
NAVENTIK,Sachsen,"Automotive, Logistics & Mobility",http://naventik.de/
Senmotion,Berlin,Life Science & Healthcare,https://senmotion.com/
Heppe Medical Chitosan,Sachsen-Anhalt,Life Science & Healthcare,http://gmp-chitosan.com/
trip.me,Berlin,Sports & Amusement/Gaming incl. Online,https://www.trip.me/
Amoonic,Bayern,Other,http://www.amoonic.de
Medical Magnesium,Nordrhein-Westfalen,Life Science & Healthcare,http://medical-magnesium.com/
innocado,Niedersachsen,Finance & Insurance,http://www.innocado.de
BioMed X,Baden-Württemberg,Life Science & Healthcare,http://www.bio.mx
Goldesel Trading & Investing,Hessen,Finance & Insurance,https://www.goldesel.trade/
mexs,Baden-Württemberg,IT and Communications,http://company-messenger.com/
APCOA Parking,Baden-Württemberg,"Automotive, Logistics & Mobility",https://www.apcoa.com/
Essert,Baden-Württemberg,IT and Communications,https://www.essert.com/en
Betterspace,Thüringen,Tourism,http://www.betterspace360.com
Julie (Freizeittreffpunkt),Thüringen,Sports & Amusement/Gaming incl. Online,https://www.julie-freizeittreffpunkt.de/
HARRESKIND,Nordrhein-Westfalen,Construction/Real Estate,http://harres-metalldesign.de/
swarmOS,Bayern,IT and Communications,http://swarmos.com/
happyhotel,Baden-Württemberg,Finance & Insurance,https://happyhotel.io/
Taktile,Berlin,Finance & Insurance,http://taktile.com/
everdrop,Bayern,Nutrition & Consumables,https://www.everdrop.de
GoQuantum,Berlin,IT and Communications,https://goquantum.tech/
Synsor.ai,Bayern,IT and Communications,https://synsor.ai/
Speek!,Nordrhein-Westfalen,IT and Communications,https://speek.network/
Roast Market,Hessen,Nutrition & Consumables,https://www.roastmarket.de/
Area Butler,Hamburg,Construction/Real Estate,https://area-butler.de/
Insect Nutrition,Baden-Württemberg,Nutrition & Consumables,https://insectnutrition.de/
RIPS Technologies,Nordrhein-Westfalen,Security,https://www.ripstech.com
Alphamotion,Nordrhein-Westfalen,,http://faktastisch.net
Black Forest Al,Baden-Württemberg,IT and Communications,https://blackforest.ai/
Epilot Mobility,Berlin,"Automotive, Logistics & Mobility",https://epilot.eu/de
Acousia Therapeutics,Baden-Württemberg,Life Science & Healthcare,http://www.acousia.com/
olimodo.de,Nordrhein-Westfalen,IT and Communications,http://olimodo.de
present4D,Nordrhein-Westfalen,IT and Communications,http://www.present4d.com
Beets & Roots,Berlin,Nutrition & Consumables,http://www.beetsandroots.de
timetech io,Baden-Württemberg,IT and Communications,https://timetech.io/
Pinestack,Bayern,IT and Communications,https://pinestack.io/
beratungswerk24,Sachsen,Consulting,http://beratungswerk24.ag/
elbwalker,Hamburg,IT and Communications,https://www.elbwalker.com/
CleverGuides,Baden-Württemberg,"Media, Arts & Entertainment",http://www.cleverguides.de
Ü Impact,Berlin,Finance & Insurance,https://impact4good.eu/
Advenate,Baden-Württemberg,Sports & Amusement/Gaming incl. Online,https://advenate.com/
myndpaar,Hamburg,Life Science & Healthcare,https://www.myndpaar.de
Pinkbus,Nordrhein-Westfalen,"Automotive, Logistics & Mobility",https://pinkbus.de/
VerstauMich,Baden-Württemberg,Construction/Real Estate,https://www.verstaumich.de
Planetary Quantum,Berlin,IT and Communications,https://www.planetary-quantum.com/
vitabook,Niedersachsen,Life Science & Healthcare,https://www.vitabook.de/
Think RE,Sachsen,Energy & Electricity,https://think-renewable.com/
Icon Marketing & Brand,Baden-Württemberg,Consulting,http://www.icon-marketing.de
preeco,Baden-Württemberg,IT and Communications,https://www.preeco.de/
Relevo,Bayern,Nutrition & Consumables,https://www.gorelevo.de/
Kerberos Compliance,Nordrhein-Westfalen,Finance & Insurance,http://kerberos-cms.com/
TWINGINE,Bayern,Construction/Real Estate,https://www.twingine.io/en/
projecterus,Nordrhein-Westfalen,IT and Communications,http://projecterus.de/
DER SEMINAR,Sachsen-Anhalt,Consulting,https://der-seminar.de
Aurora Europe,Berlin,Life Science & Healthcare,http://pedanios.de/
Cat4School,Baden-Württemberg,IT and Communications,http://Cat4School.de
Bluu Biosciences,Berlin,Nutrition & Consumables,http://bluu.bio/
crop.zone,Nordrhein-Westfalen,Agriculture & Forestry,http://crop.zone/
sorglosinternet,Berlin,IT and Communications,http://www.sorglosinternet.de
Climateers,Berlin,"Water, Waste Treatment & Recycling",https://climateers.app/
TAWNY,Bayern,Other,http://www.tawny.ai
cStream,Bayern,Industrial & Basic Materials,https://www.c-stream.eu/
WMD Capital,Bayern,Finance & Insurance,http://www.wmd-capital.com
myndway,Bayern,Education,http://myndway.com/
DocCheck Guano,Nordrhein-Westfalen,,http://www.guano.ag/en/
vesseltracker.com,Hamburg,"Automotive, Logistics & Mobility",http://www.vesseltracker.com
CURENTIS Risk FACTORY,Hessen,Finance & Insurance,https://docu-check.io/
SWIT,Bayern,Life Science & Healthcare,https://switplus.com/
tooqan,Nordrhein-Westfalen,IT and Communications,http://tooqan.com
SIDES,Berlin,IT and Communications,https://www.get-sides.de
MoVReal,Nordrhein-Westfalen,Sports & Amusement/Gaming incl. Online,https://www.movreal.de/
Finderz,Nordrhein-Westfalen,"Automotive, Logistics & Mobility",http://www.finderz.com/
log-log,Nordrhein-Westfalen,Tourism,https://www.log-log.eu/
QuizCo,Nordrhein-Westfalen,Education,https://quizco.de/content-processor/
Fabrik 19,Hessen,IT and Communications,https://fabrik19.de/
VERSO,Bayern,IT and Communications,https://verso.de/
Flip4new,Hessen,Other,https://www.flip4new.de/
powercloud,Baden-Württemberg,Energy & Electricity,https://www.powercloud.de/en/
carlotta App,Sachsen-Anhalt,IT and Communications,http://www.carlotta.app
Studyspot,Hessen,Education,https://www.studyspot.de/
Edgewonk,Hessen,Finance & Insurance,http://edgewonk.com/
BASELABS,Sachsen,IT and Communications,http://www.baselabs.de
KHALISIA - Fahrradtaschen für Gepäckträger,Bayern,Sports & Amusement/Gaming incl. Online,http://www.khalisia.com
jobvalley,Nordrhein-Westfalen,Human Resources,https://jobvalley.com
Impulse AI,Nordrhein-Westfalen,Human Resources,http://www.impulse-ha.com
Sacoora,Berlin,"Automotive, Logistics & Mobility",https://sacoora.com
EnerKite,Brandenburg,Energy & Electricity,http://www.enerkite.de/en/
Mealmatch,Nordrhein-Westfalen,Sports & Amusement/Gaming incl. Online,http://www.mealmatch.me
Hypnetic,Niedersachsen,Energy & Electricity,http://hypnetic.de/
HighLine Technology,Baden-Württemberg,Energy & Electricity,http://highline-technology.com/
VIOSO,Nordrhein-Westfalen,"Media, Arts & Entertainment",https://vioso.com/
asvin,Baden-Württemberg,,http://www.asvin.io
mindory media,Hessen,,https://www.mindorymedia.de
FAYKE Cosmetics,Niedersachsen,Nutrition & Consumables,https://www.faykecosmetics.com/
SIGRA,Bayern,"Automotive, Logistics & Mobility",http://www.sigratech.de/
Watch & Build,Berlin,IT and Communications,https://www.watchandbuild.com
coapp,Niedersachsen,IT and Communications,https://www.coapp.io/
Pylot,Berlin,IT and Communications,https://www.pylot.de/
chess4u,Nordrhein-Westfalen,Sports & Amusement/Gaming incl. Online,https://www.chess4u.de/
rho data,Baden-Württemberg,IT and Communications,https://www.rho-data.com/
Gastropay,Baden-Württemberg,Finance & Insurance,http://www.gastro-pay.de/
Sentibo,Hessen,Life Science & Healthcare,http://www.signison.de/
Education21,Hessen,Education,https://www.education21.eu/
machwerkstadt,Nordrhein-Westfalen,"Media, Arts & Entertainment",http://www.machwerkstadt.de
Stack-Tec,Berlin,Industrial & Basic Materials,http://www.stack-tec.com
SMAHO,Bayern,Construction/Real Estate,http://smaho.com/
2GuyGames,Brandenburg,Sports & Amusement/Gaming incl. Online,https://www.2guygames.com/
KMU Zentrale,Baden-Württemberg,Industrial & Basic Materials,https://www.kmuzentrale.de/
treefin,Bayern,Finance & Insurance,https://www.treefin.com/
momox,Berlin,IT and Communications,https://www.momox.de/
Stockpulse,Nordrhein-Westfalen,Finance & Insurance,http://www.stockpulse.de
Luggage Pool,Baden-Württemberg,"Automotive, Logistics & Mobility",http://luggage-pool.com
Virodis,Hessen,Life Science & Healthcare,https://www.virodis.com/impressum.html
Coaching Cosmos,Hamburg,Education,http://www.coaching-cosmos.com
Eulerpool Research Systems,Bayern,Finance & Insurance,http://www.eulerpool.com
Wiferion (formerly Blue Inductive),Baden-Württemberg,"Automotive, Logistics & Mobility",https://www.wiferion.com/
Setting,Berlin,Construction/Real Estate,https://www.setting.io
Q-nnect,Baden-Württemberg,Other,https://www.q-nnect.com/
AudiotexTour,Baden-Württemberg,"Media, Arts & Entertainment",http://www.audiotextour.de
Tradelite Solutions,Bayern,Finance & Insurance,http://tradelite.de/
staiy,Berlin,Textiles,https://www.staiy.com/
Corelike,Bayern,IT and Communications,http://www.corelike.com
Secupool,Hamburg,IT and Communications,http://www.secupool.com
Biohacks,Nordrhein-Westfalen,Life Science & Healthcare,http://biohackscompany.com/
Tracie,Bayern,Life Science & Healthcare,https://www.tracie.health
HERBLIZ BERLIN,Berlin,Nutrition & Consumables,http://newgardenlab.com/
planserver.pro,Hamburg,Construction/Real Estate,https://planserver.pro/index.html
yab - young & broke,Baden-Württemberg,IT and Communications,https://yab-app.com/
Eyeo,Nordrhein-Westfalen,IT and Communications,https://eyeo.com/
itsmydata,Bayern,IT and Communications,https://itsmydata.de/
CAYA,Berlin,Finance & Insurance,http://www.getcaya.com
Tectum Energy,Hessen,Energy & Electricity,http://www.tectumenergy.de
DABBEL AI,Nordrhein-Westfalen,Energy & Electricity,https://www.dabbel.eu
JOKER Tech,Hessen,Energy & Electricity,http://joker.technology/
Schutzklick,Berlin,Finance & Insurance,https://www.schutzklick.de/
LEAP,Berlin,Education,https://leap-educate.com/
calina,Bayern,IT and Communications,https://www.calina.systems/
fairjeans,Baden-Württemberg,Textiles,https://fairjeans.de/
Vehiculum,Berlin,"Automotive, Logistics & Mobility",https://www.vehiculum.de/
digidip,Berlin,IT and Communications,https://digidip.net/
KOMBUCHERY,Berlin,Nutrition & Consumables,http://kombuchery.de/
Naga,Hamburg,Finance & Insurance,http://thenagagroup.com/
eTASK,Nordrhein-Westfalen,IT and Communications,http://etask.de/
botshelp,Bayern,IT and Communications,http://botshelp.com/
Companisto,Berlin,Finance & Insurance,https://www.companisto.com/de
SOTA SOLUTIONS - Predictive Analytics,Berlin,IT and Communications,http://sota-solutions.de/
Results.com,Berlin,IT and Communications,https://results.com/
Nindo,Nordrhein-Westfalen,IT and Communications,http://pro.nindo.de
SPARETECH,Baden-Württemberg,IT and Communications,https://www.sparetech.io
Compraga,Hessen,Finance & Insurance,http://compraga.de/
KlickOwn,Hamburg,Finance & Insurance,http://klickown.de/landing/
Barzahlen / Cash Payment Solutions,Berlin,Finance & Insurance,http://www.barzahlen.de
Carminga,Bayern,"Automotive, Logistics & Mobility",https://www.carminga.com
BLUFIXX,Nordrhein-Westfalen,Industrial & Basic Materials,https://www.blufixx.com/
Mutterland,Hamburg,Nutrition & Consumables,https://mutterland.de/
Cultured Code,Baden-Württemberg,IT and Communications,http://culturedcode.com/
CATHAGO,Berlin,Construction/Real Estate,http://www.cathago.de
DeGIV,Nordrhein-Westfalen,IT and Communications,https://gesundheitsterminal.de/
Pets Deli,Berlin,Nutrition & Consumables,https://www.petsdeli.de:443/
CompanyMood,Saarland,IT and Communications,http://www.company-mood.de
yourMAIL,Berlin,IT and Communications,https://yourmail.eu/
kumkju - Digital Customer Consultation Solutions,Berlin,IT and Communications,http://www.kumkju.com
bettercoach.de,Berlin,Consulting,https://bettercoach.de
Bataillion Belette,Hessen,Textiles,https://www.bataillonbelette.com/
bidi,Sachsen,Education,http://www.bidi.one
iFeel Tactile Systems,Bayern,"Media, Arts & Entertainment",http://www.ifeelsystems.com/
Casehero,Nordrhein-Westfalen,Education,https://www.casehero.com/
KONTAINER.SH,Baden-Württemberg,,https://www.kontainer.sh
quicket.io,Bayern,Tourism,https://www.quicket.io
maracuja,Nordrhein-Westfalen,Sports & Amusement/Gaming incl. Online,https://maracuja.app/
StreamBoost,Hessen,IT and Communications,https://streamboost.de/
Craftplaces,Bayern,IT and Communications,https://www.craftplaces.com
Data4Life,Brandenburg,Life Science & Healthcare,https://www.data4life.care/de/
Idea-ly,Nordrhein-Westfalen,IT and Communications,https://idea-ly.de/
Diametos,Brandenburg,Life Science & Healthcare,http://diametos.com/
Wellster Healthtech Group,Bayern,Life Science & Healthcare,http://wellsterhealth.com/
Saberland.de,Baden-Württemberg,,https://www.saberland.de
MyKitaPlatz,Sachsen,Consulting,https://www.mykitaplatz.de/
wundertax,Berlin,Finance & Insurance,https://www.wundertax.de
Waldfleisch,Bremen,Nutrition & Consumables,https://waldfleisch.de/
Appointrix,Baden-Württemberg,IT and Communications,https://www.appointrix.de/
MONDAY.ROCKS,Nordrhein-Westfalen,IT and Communications,http://www.monday.rocks
WIRACLE,Nordrhein-Westfalen,Nutrition & Consumables,https://www.wiracle.de/
JEM,Bayern,Education,http://myjem.de/
COMATCH,Berlin,IT and Communications,http://www.comatch.com/de
CoronaTest24,Berlin,Life Science & Healthcare,https://coronatest24.org/
MieterEngel,Berlin,Consulting,https://www.mieterengel.de/
RIDAWIASMILE.COM,Brandenburg,"Automotive, Logistics & Mobility",https://RIDAWIASMILE.COM
Clig,Bayern,Finance & Insurance,https://www.clig.com
HOLY Energy,Berlin,Nutrition & Consumables,http://holyenergy.de/
yasni,Hessen,IT and Communications,http://www.yasni.de
BESPACED,Nordrhein-Westfalen,Construction/Real Estate,https://www.bespaced.com
moss,Berlin,Finance & Insurance,https://www.getmoss.com/
deskMate,Baden-Württemberg,,https://deskmate.cloud/
